SHIPNAME	GETM	CAPTAINNAME	OWNER	PORT	TONNAGE	CANONS	CARRON	SWIVEL	CREW	CAPTURED/NOT	UNDOC_1	CRUISEYEAR	UNDOC_2	CONSTRUCTION_YEAR
PEGASE		CASSY JACQ FILS	LEVESQUE FILS	NAN	150	13	2		65			1799		1797
PEGASE		CASSY JACQ FILS	LEVESQUE FILS	NAN	150	13	2		65	T		1800		1797
PELAGIE		BOURRA	RATEAU ET HUBERT	MAR	24	4		2	38	T		1803		1799
PENICHE PRIZE		CLEMENT	YOU THOS	GRA	3				9		1	1811		
PENICHE PRIZE		CLEMENT	YOU THOS	GRA	3				9			1812		
PENSE		SALRATET ROBT	MASURIER JEUNE	DUN	29	2			30			1797		1796
PENSE		SALRATET ROBT	MASURIER JEUNE	DUN	29	2			30	T		1798		1796
PERDRIX NAV CORVETTE		CARREAU		ROC								1793		
PERE DE FAMILLE		ALTAZIN	DUCROCQ SAUNIER	BOU	48	14			27			1806		
PERE DE FAMILLE		ALTAZIN	DUCROCQ SAUNIER	BOU	48	14			27			1807		
PERE DE FAMILLE			QUENOUILLE BLANQ	BOU	48	14			27			1808		
PERE DE FAMILLE		SAUVAGE	QUENOUILLE BLANQ	DIE	48	14			27			1809		
PERE DUCHESNE		PENEAU	RICHER FRERES	NAN							1	1793		
PERIGNON		NICOLAS	BASTERRECHE FRS	BAY					27			1809		
PERKIN		POIREAU JN	MARGERIN REYNAUD	NAN	160	14		9	77	T		1793		
PERSEVERANCE			MATHIS	CAL								1809		
PERSEVERANCE			MATHIS	CAL								1810		
PERSEVERANT		DELATTRE CORN	CHEVALIER	DUN	90	14			47			1799		
PERSEVERANT		DELATTRE CORN	CHEVALIER	DUN	90	14			47	T		1800		
PERSEVERANT		POLLET J		DUN								1811		
PETIT BELT				CHR								1811		
PETIT CAJUS		LE VICTOIRE	FLEURIAU FAUCONE	NAN	52	6			42			1797		
PETIT CAPADOU		CODDEVIN NIC		DUN	11	1		4	12			1798		
PETIT CHARLES		LE BRUN AUG	LE TELLIER	STM	20	2			22			1810		1810
PETIT CHARLES		DIDABOURE J	LE TELLIER	STM	20	2			22			1811		1810
PETIT CHARLES		HENRY J	LARBORREAU FORTAN	STM	20	2			26	T		1812		1812
PETIT CHASSEUR		MORECOURT GEO	HAYAERT	DUN	15			4	19			1795		1793
PETIT CHASSEUR		MORECOURT GEO	HAYAERT	DUN	15			4	19	T		1796		1793
PETIT CHERI		POIREAU JN	SAULNY	NAN	25				22	T		1797		1796
PETIT CONSUL		DESPRAIRIEN P	LESNARD	STM					146			1801		
PETIT CORSE		MAREILESI P	ABBATE	NAP							1	1806		
PETIT DECIDE		PIETERS		DUN								1799		
PETIT DIABLE		RIPNER WILLIAM	HAYART	DUN	33	8			44			1795		1793
PETIT DIABLE		COUTEAUX JACQ	WALLE NEG CALAIS	DUN	6			2	14	T		1796		1790
PETIT DIABLE		RIPNER WILLIAM	HAYART	DUN	33	8			44	T	1	1796		1793
PETIT DIABLE		TRUON	ANDRIEL ET WOLFF	DAN						T		1811		
PETIT DUNKERQUE		JOLLY		DUN	36	4			46			1801		
PETIT EDOUARD				AMS								1811		
PETIT EDOUARD G ETM		CASSI	SHERBURN	NAN		4			27	T		1810		
PETIT FURET		DUMERY		DUN		4			17			1795		
PETIT FURET		JACK CHAS	RIPNER	DUN	40	12			101	T		1797		
PETIT HELENE		DESGANDS ANT	PERRON ET CIE	BRE	25			2	31	T		1797		
PETIT JEAN		CLEMENCE		DIE						T		1811		
PETIT MEDELIN		BLANDIN	BENDIX	SLA							1	1811		
PETIT PATRIOTE		VICARD TH	FOURAULT	TOU	25	1			19			1793		
PETIT PEROU		DELATTRE CORN	MARION VARLET FRE	DUN	40	8			35	T		1795		
PETIT PIRATE		LAMOUR JN	COOPER AT MORLAIX	CON	18	4						1799		
PETIT PIRATE		SEPTAN ANSELM	COOPER JOHN	BRE	18	4			24			1800		
PETIT PIRATE		SEPTAN ANSELM	COOPER JOHN	BRE	18	4			24	T		1801		
PETIT QUINOLA PRIZE		PINEL	DUCHENE PINTEDEVIN	STM	40	4			28			1799		
PETIT QUINOLA PRIZE		ALEX NIC	DUCHENE PINTEDEVIN	STM	40	4			28			1800		
PETIT QUINOLA PRIZE		GUILLEMET	DUCHENE PINTEDEVIN	STM	40	4			28			1801		
PETIT REQUIN		DUMONT LS	MOSQUERON	CHE	12	2			14			1798		
PETIT RODEUR		HURET		DUN								1811		
PETIT SANS CULOTTE		SENES JOSEPH	SENES	TOU	12				30			1793		
PETIT SANS CULOTTE		DORMOY LS		DUN				2	13			1798		
PETIT VENGEUR		TACK CHAS		DUN		14			29			1798		
PETIT VOLANE			DUBOIS	DUN								1810		
PETITE RESSOURCE		BUNEL ALEX	SANSON BENSSERQ	HAV	40	6			35			1797		1795
PETITE RESSOURCE		BUNEL ALEX	SANSON BENSSERQ	HAV	40	6			35			1798		
PETITE VICTOIRE		DE LATTRE CORN	VARLET FRAN	CAL	25	6		6	38	T	1	1793		
PHENIX			LIMOUSIN CONTE FLS	ROC		16			43			1807		
PHENIX			GIRON LAPORTE DUL	STJ				2	18			1808		
PHENIX		DOYAMBEHERE	JOANHAU J	STJ	10				18			1808		1799
PHENIX			LIMOUSIN CONTE	ROC		16			43			1809		
PHENIX		LIMOUSIN	CONTE FILS OF BORD	NAN	129	16						1810		1808
PHOEBE			GALLIEN LS ET CIE	CHE						T		1801		
PHOEBE		FOLLIOT	GALLIEN MOSQUERON	CHE	35				33	T		1803		1801
PHOENIX		ETASSE	COUEY DULONGPRE	CHE		3			14	T		1796		1795
PICHEGRU		COLBOE CHAS	WESSIS	HAV	74	12			36			1795		1792
PICHEGRU		BRAUZON LS	DUCHENE PINTEDEVIN	STM	100	1			35			1796		
PICHEGRU		COLBOE CHAS	WESSIS	HAV	74	12			36	T		1796		
PICHEGRU		BRAUZON LS	DUCHENE PINTEDEVIN	STM	100	1			39	T		1797		
PLUTON		CAILLOT J	GAUTTIER	CHE	23	2			24		1	1800		
POINT DU JOUR		PLANCHER J	QUENOVILLE AINE	DIE	30				28	T		1808		
POISSON VOLANT		LANTONNE LS		BOU								1793		
POISSON VOLANT		ROBERT CHAS		DUN	81	6			64			1793		
POISSON VOLANT				BOU								1796		
POISSON VOLANT		BRANDEFER PRE	DUFEBVRE DUMESNIL	HAV	32	1			14			1796		1792
POISSON VOLANT		HEDDE	BARBE NEG	CAL	1							1796		
POISSON VOLANT		LANTONNE LS	FOUACHE ET REINE	HAV	32	1		6	18			1796		
POISSON VOLANT			FOUACHE ET REINE	HAV	32	1		6	18			1797		
POISSON VOLANT		BUCHER	DUFEBVRE DUMESNIL	HAV	32	1			14			1797		1792
POISSON VOLANT		CLOUPET JACQ	LAPORTE	NAN	12			2	25	T		1797		
POISSON VOLANT		HEDDE	BARBE NEG	CAL								1797		
POISSON VOLANT		HARISMENDY FRAN	BOYER J OF TOULOUS	BOR	160	12			23			1798		
POISSON VOLANT		AUCOIN F	MARTIN MEURICE FLS	CAL		6			30		1	1799		
POISSON VOLANT		HEDDE JACQ	LA FONTAINE	CAL	40	4			42			1800		
POISSON VOLANT		HEDDE JACQ	LA FONTAINE	CAL	40	4			42	T		1801		
POISSON VOLANT		ARANJO	DUBOIS L	DUN	13	1	6		31			1810		
POISSON VOLANT		LEFEBURE	CHOISNARD CHAS	BOU	10				23			1810		
POISSON VOLANT NOTWO		LANTONNE PRE	FOUACHE ET REINE	HAV	45	14			45	T		1798		1798
POLYCARPE		MARGOLLE		DUN								1798		
POMMERANT			LORIOLE NEG	DUN	103	14			62			1807		
POMMERANT		LALLEMAND	LORIOLE NEG	DUN	103	14			62	T		1808		
PONT DE LODY		ROUSEE NIC	LACOMBE DAN	BOR	180	16			102	T		1798		
PORC EPIC		HAMELIN		DUN				4	21			1798		
PORTEUR DE CONTRAINT			BOULANGER	CHE						L		1809		
POSTILION DEDUMOURIE		BUNKER JOB	BOUVARLET FRS	DUN	42	8			53	T		1793		
POURVOYEUR		LELONG JOSEPH	LAFOIREZ CADET	BOU								1797		
POURVOYEUR		MOULSON	QUENOVILLE	DIE								1809		
POURVOYEUR			EMMERY E VANHEE	DIE		8			45			1810		
POURVOYEUR		BOULAY ALEX	QUENOVILLE	DIE								1810		
POURVOYEUR				DUN		6			27			1811		
POURVOYEUR			EMMERY E VANHEE	DIE		8			45			1811		
POURVOYEUR		BART JOS	QUENOVILLE	DIE								1811		
POURVOYEUR		BART JOS		DUN		6			27			1812		
PRECURSEUR		HIRIART	GRAILLIER LATRICHE	STJ	8			4	22			1807		1794
PRECURSEUR			GRAILLIER LATRICHE	STJ	8			4	22			1808		1794
PREFET DE LA MANCHE		FROMENT JN	MOSQUERON GUILL	CHE	42	16			20	T		1801		
PREMIER CONSUL		PERIOU JACQ	LESNARD	STM	376	14			140			1800		
PREMIER CONSUL		PERIOU JACQ	LESNARD	STM	376	14			140	T		1801		
PREND TOUT		LE NUD	EYRIET NEG	HAV	25			3	23	T		1793		
PRENDS GARDE A LUI		HELOURY ANDRE	BONAMY LS	PAI	26	2			28	T		1797		
PRESIDENT PARKER		FERREY J	MORANVILLE	DUN		16			67			1797		
PRESIDENT PARKER		FERREY J	MORANVILLE	DUN		16			67			1798		
PRINCE ACHILLE		DOU FRANC	ROLLAND S	NAP							1	1808		
PRINCE ACHILLE		DOU FRANC	ROLLAND S	NAP							1	1809		
PRINCE ACHILLE		DOU FRANC	ROLLAND S	NAP							1	1810		
PRINCE DE NEUFCHATEL		LERNIET P	BASTERRECHE FR CIE	BAY	170	14			98			1808		
PRINCE EUGENE		FOURNIER J	LUNEL ET CASTINEL	BOU	44	14			63			1809		1808
PRINCE EUGENE		FOURNIER J	LUNEL ET CASTINEL	BOU	44	14			63			1810		1808
PRINCE JEROME				MOR								1807		
PRINCE MURAT		MORIN	DUCHESNE PINTEDEV	LOR	214	18			127	T		1806		1797
PRINCESSE DE BOULOGN		BROQUANT P	GRISET OF BOUL	CAL	60	16			47			1808		1808
PRINCESSE DE BOULOGN		ALTAZIN	GRISET OF BOUL	CAL	60	16			47			1809		1808
PRINTEMPS		AULIAC LOUIS	GIRON PRE	STJ	22	4			31		1	1808		1807
PRINTEMPS		COR S	MERLE FILS	MAR	28						1	1813		1813
PRINTEMPS			MERLE FILS	MAR	28							1814		1813
PRODIGE		VANDEZANDE JN	DARTIGAUX	DUN	111	14			87	T		1797		
PROSERPINE		LANGLOIS EUG	BASTIAT PRE ETFILS	BAY					102			1800		
PROSPERE		LEVASSEUR	CHAMUTEAU	DUN	128	14		6	73	T		1797		
PROSPERE			MOLEUX CROUY MENV	HAV								1803		1803
PROSPERE		HENIN THOS	MOLEUX CROUY MENV	BOU	34	14			28			1804		1803
PROSPERE		HURET JEAN	MOLEUX CROUY MENV	CAL	34	14			28		1	1805		1803
PROSPERE		HURET JEAN	MOLEUX CROUY	CAL	34	14			40	T	1	1806		1803
PROSPERE		FLOUEST	CULIE ET DEBOUT	CAL							1	1808		
PROSPERE			CULIE ET DEBOUT	CAL								1809		
PROSPERE				AMS								1811		
PROTE		COWELL WILLIAM	LARIEUX LEON	BRE	180	12						1798		
PROVIDENCE		DUGUE	FICHET ET GUIBERT	STM	30	4		4	28	T		1796		1795
PROVIDENCE		CAPEL	SAINTON	STM	50	12			64			1798		1798
PROVIDENCE		DESPRARIEN	SAINTON	STM	50	14			65			1799		1798
PROVIDENCE		ROSSE RENE	FANTAN ET THOMAS	STM		14			71			1800		
PROVIDENCE		PAGELET	FICHET ET GUIBERT	STM					66			1801		
PROVIDENCE		GOLIOU	BONNAVIE	CAL	60	16			56	T		1808		
PROVISOIRE		QUIBEL JN	DELARUE AINE	DIE	34	5			22	T		1808		
PRUDENT		MAURICE JOS	LAGUERRE	LOR	25	2			37	T		1797		
PRUDENT		LE VICAIRE	GOURDEAU LENOUD	GRA							1	1803		
PSYCHE			CHAURAND NEG	NAN	600	24			226			1800		
PSYCHE	G ET M	L VALLE	BALGUERIE BERGERET	BOR	600	24			226			1801		
QU EN PENSEZ VOUS		DEHEER JOSSE		DUN					15					
QUARTIER GENERAL				COR								1809		
QUARTIER GENERAL				COR								1810		
QUATRE AMIS		LE BON	FONTAN ET THOMAS	STM	50	14			73			1800		
QUATRE AMIS		SALAMBEHERE	FURTADO	STJ								1808		
QUATRE AMIS		DOYAMBEHERE	FURTADO	STJ								1809		
QUATRE FRERES		MOLLEGAERT	DUFAITELLE	CAL								1798		
QUATRE FRERES		BENOIST P	DUHAMEL	DUN								1799		
QUATRE FRERES		DESAUBIER	MICHAUD	CAL	25	4			23	T		1799		1797
QUINOLA PRIZE		PAGELET	DUCHENE PINTEDEVIN	STM	72	8			52			1798		1797
RACROCHEUSE			AUDIBERT MOL CROUY	CAL	50	14			42	T		1804		1803
RACROCHEUSE		MARGOLLE		HAV					18					
RAFLEUR			HAUTELANDE	GRA					18		1	1809		
RAFLEUR		LE PELLETIER	HAUTELANDE	GRA					18		1	1810		
RAFLEUR				STM					18			1811		
RAGOTIN		JAPPIE J		DUN	18	8			28			1807		
RAILLEUR		REYNAUD	VAUBIAC SR HONORE	MAR							1	1797		
RAILLEUR		TOUPIER ISAAC	AMAUD	LAR	200	18			159	T		1797		
RANCUNE		LANTONNE LS	LAFOIREZ CADET	BOU								1798		
RANCUNE		POUPEVILLE FRAN	LIAIS VVE ET CIE	LAH	33			2	11			1798		1796
RANCUNE		POUPEVILLE FRAN	LIAIS VVE ET CIE	LAH	33			2	11	T		1799		1796
RANCUNE		BAILLY	DUPUY	BAY	120	10			44	T		1800		
RANCUNE		FOLLIOT FRANC	ERMISSE JN	CHE	30	14			29	T		1806		1795
RANCUNIER		BLONDIN FRANC	FONTAINE ET LUNEL	BOU	69	16			62			1808		1808
RANCUNIER		BLONDIN FRANC	FONTAINE ET LUNEL	BOU	69	16			62			1809		1808
RANCUNIER		BLONDIN FRANC	FONTAINE ET LUNEL	BOU	69	16			62			1810		1808
RANCUNIER		DELPIERRE	FONTAINE ET LUNEL	BOU	69	16			62			1811		1808
RANGE		DUPUY MAUR		BOR	150	12			23	T		1797		
RATAFIA		LA FOREST G		DUN	40	12			34			1807		
RAVISSEUR		HAPPEY		DUN								1812		
RAYON		GOSSELIN JEAN	ROUXEL BOURDON MOS	CHE	65	11			54	T		1797		1793
RE		THORIL ET DELIL	LE	DUN	23		4		32	T		1810		1810
RECIPROCITE			QUENOVILLE	DIE								1806		
RECIPROCITE		PREVOST	QUENOVILLE	DIE						T	1	1807		
RECIPROCITE		LA FOREST G	DESCHODT N	DUN	30	6			41			1810		
RECOVERY		TIERCE	EICHHOFF FILS	HAV	69	14			35			1796		
RECOVERY		TIERCE	EICHHOFF FILS	HAV	69	14			35	T		1797		
REFLECHI		SOUSTRA JACQ	LAPORTE JACQ	BAY	80	12			67			1796		
REFLECHI		SOUSTRA	LAPORTE JACQ	BAY	80	12			67	T		1797		
REINE D ANGLETERRE		TERRIER AUG	CATTU FILS	NAN	12			2	21			1797		
REMUNERATEUR			ADAM	LAH								1813		
RENARD		LEAU JN	THOURRY	LAR	250	16			149	T		1797		
RENARD		PIMARE		HAV					40			1798		
RENARD		FOURMENTON JN	GRISET	BOU	70	14		6	50			1799		
RENARD		NANINCK		DUN		14			54			1799		
RENARD		FOURMENTON JN	GRISET	BOU	70	14		6	50	T		1800		
RENARD		NIGUET JOSEPH	CULIE NEG	CAL	14	4			22	T		1800		
RENARD		MARESTIN	ETHEART	STM	46	4			34			1801		1800
RENARD		MARTIN PRE	BONNET LELEUDUFAY	CAL								1801		
RENARD			MASSET V	HAV								1807		
RENARD		THUEUX D	DELAUNAY	FEC		14			30			1807		
RENARD	G ET M		GODET STALAVY	ROC		4			13			1808		
RENARD			LANCLANT WESTERMAN	DUN	41		6		34			1810		
RENARD			PHILIPPE	AMS								1810		
RENARD		SOUVILLE	CHOISNARD	CAL							1	1811		
RENARD		SOUVILLE	CHOISNARD	CAL							1	1812		
RENARD			CHOISNARD	CAL								1813		
RENARD		SAUVEUR	SURCOUF R	STM	70	14			46			1813		1813
RENARD			CHOISNARD	CAL							1	1814		
RENARD		SAUVEUR	SURCOUF R	STM	70	14			46			1814		1813
RENCONTRE			ALMAND CASTAISE CO	STJ	8				20			1796		
RENCONTRE		AIRIART JN	ALMAND CASTAISE CO	STJ	8				20			1797		
RENCONTRE		GOYETCHE FRAN	ALMAND CASTAISE CO	STJ	8				20			1799		
RENNAIS		PEREY	GERVAIZEAU	BOR	120	12	2		90	T		1808		
RENOMME PRIZE		BRAUZON	HERVEL	LOR	72	14			53	T		1813		
RENOMMEE		RENAUD		STM								1795		
RENOMMEE		RENAUD		STM								1796		
RENOMMEE		DE LATTRE	AGET	DUN	98	5		6	54	T		1798		
REPRESAILLE			LACOMBE LUCADOUX	BOR		14			80			1801		
REPRESAILLE			LACOMBE LUCADOUX	BOR		14			80			1803		
REPRESAILLE		DUHALDE JN	LABROUCHE	STJ	9			6	22			1808		1807
REPRESAILLE			LABROUCHE	STJ	9			6	22			1809		1807
REPRESAILLE			LABROUCHE	STJ	9			6	22			1810		1807
REPRESAILLE				MAR		8			78			1811		
REPRESAILLE				BAY								1811		
REPRISE		LAXAGUE RAIMOND	RECEUR	BAY	45	2			22			1797		
REPRISE		HIRIART	RECUR	STJ	10				12			1798		
REPRISE				BAY				4				1808		
REPUBLICAIN			DESSAUX COUHITTE	MOR								1793		
REPUBLICAIN		CAUDRON	FONTAINE FILS	BOU	20							1793		
REPUBLICAIN		CHEVALIER PRE	CHEVALIER PRE	PAI	18	4		6	25	T		1793		
REPUBLICAIN		MOREL JN		DUN	100	6			37			1793		
REPUBLICAIN		RAFFY	MENAIN ROBT FRS	STM		8			51			1793		
REPUBLICAIN		RAGEAUDEAU HON		NAN								1793		
REPUBLICAIN			MORANVILLE LEBORET							T		1797		
REPUBLICAIN		LE BOZEC		DUN								1797		
REPUBLICAIN		CAVEZ JN	MOLEUX CROUY MATA	BOU	12				20	T		1799		
REPUBLIQUE		ROUBARD FRAN	GALLE OF MARSEILLE	TOU	100	10			73			1793		
REPUBLIQUE FRANCAISE		DE LANGRUNE	LANGRUNE ST AUBIN	DIE	45				35	T	1	1793		1792
REPUBLIQUE FRANCAISE		MORDEVILLE	BENET ET MARTIN	MAR	380					T		1793		1791
REQUIN		HURET	MERLIN DUBREVIL	BOU								1796		
REQUIN		ROGNON RENE	LIAIS SEN AND JR	CHE	14			4	23	T		1796		
REQUIN			MERLIN DUBREVIL	BOU								1797		
REQUIN		AGARRET JN							52	T		1797		
REQUIN		HENRI	GOUGEARD ET CORDON	LOR	50	14		4	31			1798		
REQUIN		HUE JEAN	GOUGEARD ET CORDON	LOR	50	14		4	31	T		1799		
REQUIN			BERNADINI RIGOLLON	LEG								1803		
REQUIN		THEUX D	DELAUNAY	FEC					43	T		1807		
REQUIN		SERRON JN	MERLIN DUBROEUIL	BOU	70	16			60			1811		1810
REQUIN PRIZE		LANCHON CHAS	DELAME NEG	DIE	31	1			20			1796		
REQUIN PRIZE		LANCHON CHAS	DELAME NEG	DIE	31	1			20	T		1797		
REQUIN PRIZE		ROGNON RENE	MOSQUERON GUILL	CHE	48	6			30			1798		
REQUINE PRIZE		ROGNON RENE	MOSQUERON GUILL	CHE	5				14			1798		
RESOLU		DUPONT BAPT	BENEZET	BOR	100	12			54	T		1798		
RESOLU		COUPARD NIC	LEMEME ET FORTIN	STM	152	14			62	T		1799		1797
RESOLUE		SCORSSERY HENRI		DUN	21			4	15			1793		
RESOLUE				ANV								1811		
RESSOURCE		CARAES JN	PLUCHON ET CIE	BRE	18			4	10	T		1797		
RESSOURCE	G ET M	DESPEROUX BERN	ROBIN J NEG	LAR	60	10			64			1798		
RESSOURCE	G ET M	DESPEROUX BERN	ROBIN J NEG	LAR	60	10			64	T		1799		
REUSITTE		HIRIBARREN	PECHE LS	BAY	10			4	21			1797		
REUSITTE		GOSS PRE	PECHE LS	BAY	10			4	21			1798		
REUSSITE		DOLABARETZ G	DUPAYRON B	STJ	20	5			38			1810		1810
REUSSITE		DUPOURQUE	CASTRO HENRI FILS	BAY	10		1		19			1811		
REUSSITE		DUPOURQUE	CASTRO HENRI FILS	BAY	10		1		19			1812		
REUSSITE		GRAS	BASTERRECHE FRS CO	BAY					14			1813		
REVANCHE		CARRY BEN	BERNON GARREAU	LAR	90	10			66	T		1796		
REVANCHE		COOPER JOHN	COOPER JOHN US	BRE	200	18			174	T		1796		
REVANCHE		MUFFRAU PRE	AGET	HAV	40	4			34	T		1797		
REVANCHE		SAUVAGE PRE	CLARTE	BOU								1797		
REVANCHE		GUETTET		BOR								1798		
REVANCHE		HEDDE JACQ	MICHAUD ET CHAPUT	CAL	55	12			56	T		1798		
REVANCHE		MICHEL FRANC	TEISSON ET CIE	CAD	100	12		8	85	T		1798		
REVANCHE		ROUTTIER	MERLIN DUBROEVIL	BOU								1798		
REVANCHE	G ET M	LAMET BERN	SAUVIN ET BARRIE	BAY	200	20			128	T		1798		
REVANCHE		ANTOUARD PRE	COLAN LS	GRA	15			2		T		1799		
REVANCHE		HERIART JN	PECHE FRERES	BAY	70	14			80			1799		
REVANCHE		MARGOLLE	BARBE JN	CAL								1799		
REVANCHE		ROUTTIER NIC	GRISET	BOU					35			1799		
REVANCHE		HERIART JN	PECHE FRERES	BAY	70	14			80	T		1800		
REVANCHE			MOLEUX CROUY	CAL	45	16			46			1806		1806
REVANCHE			VERCOUSTRE	DUN								1806		
REVANCHE		CORENWYNDER J		DUN								1806		
REVANCHE			MOLEUX CROUY	CAL	45	16			46			1807		1806
REVANCHE		CORENWYNDER J		DUN								1807		
REVANCHE		HURET JN	VERCOUSTRE	DUN								1807		
REVANCHE		HENIN	MOLEUX CROUY	DIE	45	16			46	T		1808		1806
REVANCHE		VANVLIEME JN		DUN								1808		
REVANCHE	G ET M		GUESDEN BALGUERIE	ROC		2			30	T		1808		
REVANCHE		LAURENT	SURCOUF R	STM	111	6			74	T		1809		1806
REVANCHE		VANVLIEME JN		DUN								1809		
REVANCHE			DENIS FRANC	CHE								1812		
REVANCHE PRIZE		KPOISSON	LE JENNE	STM	15			3	16			1798		
REVENANT		JUNON R	BLAIZE LOUIS ET F	STM	300	18			150			1807		1806
REVENANT		MARTIN P	HAREMBERT AINE	STM	100		6		74	T		1813		1813
REVENGE		DUBOIS	ROUSSEL ET MORIN	ICE	300	20			220	T		1794		
REVOLUTIONNAIRE		INFERNET PRE	AUBE NEG	TOU	20	2			30			1793		
RHUITER		BENOIST	VROSSE ET GAUDUES	NAN	150	16			102			1797		1797
RHUITER		BABLOT FRED	ROQUES	BOR	90	14			88			1798		
RHUITER		BENOIST	VROSSE ET GAUDUES	NAN	150	16			102			1798		
RHUITER		BABLOT FRED	ROQUES	BOR	90	14			88	T		1799		
RIBOTEUR		ST JEAN RICH	DEGRAVIER VERQUIER	OST	35	4						1797		
RIBOTEUR		BERLEMONT PRE	SPARROW VICTOR US	DUN		3			31			1798		
RIBOTEUR		ST JEAN RICH	DEGRAVIER VERQUIER	OST	35	4						1798		
RIBOTEUR		CORENWYNDER J	SPARROW VICTOR US	DUN		3			31			1799		
RIBOTEUR		ST JEAN RICH	DEGRAVIER VERQUIER	OST	35	4				T		1799		
RISQUA TOUT			ROUSSEL BRUNEVAL	CHE	12							1793		
RISQUA TOUT		HAMELIN GUILL	MOUSQUERON NEG	CHE	11	2			16			1797		1797
RISQUA TOUT		NEEL JACQ	CAPPE ET	CHE	11	2			16			1799		
RISQUA TOUT		NEEL JACQ	CAPPE ET	CHE	11	2			16	T		1800		
RISQUE TOUT		FUCHERAU	ANDRIEL ET WOLFF	DAN	10				54			1811		
ROBERT		MOREAU JACQ	PEROTIN AMBOISE	BOR	300	18			96	T		1793		
RODEUR			MOLEUX CROUY	DIE		14			54			1806		
RODEUR		LE FORT FRAN	MOLEUX CROUY	DIE		14			54			1807		
RODEUR		HURET J	MOLEUX CROUY	DIE		14			54			1808		
RODEUR		SAUVAGE J		DUN								1808		
RODEUR		HURET J	MOLEUX CROUY	DIE		14			54			1809		
RODEUR		GARRIQUE	LACOMBE DAN	BOR		14			114			1810		1810
RODEUR		HURET J	MOLEUX CROUY	CAL		14			54		1	1810		
RODEUR				HAM								1811		
RODEUR			MOLEUX CROUY	CAL								1811		
RODEUR		GARRIQUE	LACOMBE DAN	BOR		14			114			1811		
RODEUR		DUPONT	FONTAN FRERES	STM	130				85			1813		1813
RODEUR		DUPONT	FONTAN FRERES	STM	130				85			1814		1813
RODEUR NO TWO			DAVID ET CIE	LOR								1810		
RODEUR NO TWO		LARRIGUE	LACOMBE DAN	BOR		18			116			1810		
RODEUR PRIZE		DOMINGO	LACOMBE DAN	BAY	234	16			102	T		1809		
ROI DE NAPLES			DECROT FILS	DIE								1810		
ROI DE ROME		FERAUD	CHAPUS AUG	SLA							1	1811		
RONDINELLA				TOU								1800		
ROSE			LEVEQUE	LOR								1813		
ROSINE		GEORGES JULIEN		DUN		12						1800		
RUINE DANGLETERRE				DUN		2			19			1795		
RUSE		FOURMENTIN NIC		DUN		6			55			1797		
RUSE		DESPARMET G	RECUR	BAY	80	14			41	T		1798		
RUSE		AUDIBERT PRE	TIESSET ET DUPOUY	DUN	75	14			45	T	1	1799		
RUSE			GASSER TIESSET	BOU								1809		
RUSE PRIZE		BAUTRUCHE FILS	BOURDASE BAUTRUCHE	STM	12	2			14			1800		
SAINT BENOIST		LAIDE JN	DESSUMES	WIS	4							1793		
SAINT FRANCOIS		LALANNE	ELISSALDE JN MARCH	STJ					21		1	1793		
SAINT PIERRE		DETCHETTO		STJ	22				24			1793		
SAINT PIERRE		HARIART JEAN	FARROUBLE LOUIS	STJ	30				24			1793		
SAINT SIXIER		MICHEL JN	GASSIN ET GAUTIER	MAR	45							1793		
SAINTE ANNE		JOSLIN	BERENGUIER	MAR	80					T		1793		1779
SAINTE COLITE			FARNAUD ET PIQUET	MAR	20							1793		
SAINTE DOMINIQUE		LAVACHE DOMIN	DELOUART DOM	STJ	30				32			1793		
SAINTE FRANCOISE		DOYAMBEHERE	DETCHAPART CIBOURE	STJ	10				20			1793		
SAN JOSEPH		WITTEWRONGHEL J	THOMAS AUG	STM	100	4			68			1809		1809
SAN JOSEPH		WITTEWRONGHEL J	THOMAS AUG	STM	100	4			68	T		1810		1809
SAN JOSEPHO			THOMAS AUG	STM	140	16			103			1808		1807
SAN JOSEPHO		BLANCHARD FR	THOMAS AUG	STM	140	16			103	T		1809		1807
SANDWICK		DARRIEUX S	DESSAULX	NAN	200	10			106			1797		
SANS CULOTINE		CHABAUD BAPTIST	TESON SIMON ET CIE	MAR	78	6						1793		1788
SANS CULOTTE		BAQUELIN NOEL	CHARDET	DUN	63	8			43	T	1	1793		
SANS CULOTTE		BRICE JN	LAURENCE	BRE	50	8			54			1793		
SANS CULOTTE		COSTE BERNARD	GUED	TOU	160	2			53			1793		
SANS CULOTTE		EUDER FRANC	HAVARD	STM	15			9	15			1793		
SANS CULOTTE		LA FREYTE JN	GUERARD ET CIE	LOR	100	8		2	81	T	1	1793		1791
SANS CULOTTE		LONG PETER	LAPORTE CYPRIEN	NAN	100	16			54	T		1793		1789
SANS FACON		BOYER	BOYER VALENTIN	MAR	60	6						1793		1783
SANS PAREIL		MULLENAER J		DUN		8			39			1793		
SANS PAREIL	G ET M	LABORDE JN	VINCENT MATHURIN	BOR	657	2				T	1	1793		
SANS PAREIL		DORE ISAAC	DUPUIS	DUN	28	1		6	21	T		1798		
SANS PAREIL		MULLENAER JN		DUN								1800		
SANS PAREIL				AMS								1811		
SANS PEUR		CHAUMONT LS	HAMEL JACQ ET CHAS	DIE	45	4		8	38	T	1	1793		1784
SANS PEUR		CRIBBENS THOS		DUN	10			2	19			1793		
