,"English prices and wages, 1209-1914 (Gregory Clark)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(grams of Ag per metric) = (grams of Ag per £) * (pence per English)  /((pence per £)*(metric per English)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,0.241,,,2.903,6.108,,,,1.149,4.083,1.336,,,,,1.839,,0.819,,,,,,,4.000,0.564,2.955,0.277,48.000,,7.515,1.325,17.944,,3.726,,1.285,5.942,5.483,1.017,20.396,,3.917,0.186,0.216,10.363,3.881,1.595,0.335,13.003,5.045,,,1.469,,,13.752,13.422,0.746,27.312,0.357,8.832,1.702,3.000,,3.288,0.816,3.873,,,,,6.538,0.713,0.530,,,2.498,2.852,1.000,3.524,4.867,3.173,,172.6,169.8,,1511,0.058,,,0.543,4.322,,,,1.792,6.370,0.027,,,,,15.371,,6.844,,,,,,,0.748,0.399,24.697,0.432,74.881,,62.807,,27.993,,31.639,,2.004,4.598,,0.190,4.915,,6.111,0.290,0.052,1.937,54.929,13.548,0.081,20.285,7.870,,,2.292,,,0.343,0.187,,1.945,3.028,13.778,31.857,2.123,,27.915,1.273,6.042,,,,,14.667,1.600,0.128,,,3.896,26.483,0.708,2.494,3.444,2.245
1512,0.265,,,2.075,12.216,,,,1.199,4.208,1.338,,,,,1.714,,0.763,,,,,,,4.000,0.696,4.294,0.365,48.000,,6.270,1.156,13.527,,3.726,,1.108,6.650,3.898,1.017,,,3.555,0.164,0.219,10.959,3.886,3.000,0.350,12.105,5.077,,,1.052,,,13.330,14.811,0.610,,,12.961,1.480,3.695,,2.457,0.844,5.521,,,,,,0.885,0.750,,1.473,2.427,2.743,,3.406,5.231,3.422,,172.6,169.8,,1512,0.064,,,0.388,8.644,,,,1.870,6.565,0.027,,,,,14.328,,6.379,,,,,,,0.748,0.493,35.885,0.570,74.881,,52.404,,21.103,,31.639,,1.729,5.146,,0.190,,,5.545,0.255,0.053,2.049,55.002,25.474,0.084,18.884,7.920,,,1.640,,,0.333,0.206,,,,20.220,27.703,2.614,,20.861,1.317,8.613,,,,,,1.986,0.181,,36.822,3.786,25.470,,2.410,3.701,2.422
1513,0.601,,,,7.343,,,,1.165,4.396,1.137,,,,,1.915,,0.853,,,,,,,4.000,0.926,3.858,,40.000,,5.917,1.190,,,3.726,,1.239,7.580,6.006,1.017,,,2.788,,,10.091,3.508,2.238,,,5.825,,,1.365,,,14.670,13.706,0.719,,,9.487,1.628,,,2.744,0.902,5.000,,,,,5.950,0.801,1.108,,1.651,2.806,2.702,,3.046,4.995,3.378,,172.6,169.8,,1513,0.145,,,,5.196,,,,1.817,6.857,0.023,,,,,16.003,,7.125,,,,,,,0.748,0.655,32.247,,62.401,,49.455,,,,31.639,,1.933,5.866,,0.190,,,4.350,,,1.886,49.647,19.004,,,9.087,,,2.130,,,0.366,0.191,,,,14.800,30.473,,,23.299,1.408,7.800,,,,,13.346,1.797,0.267,,41.284,4.377,25.087,,2.156,3.535,2.390
1514,0.570,,,2.533,6.897,,,1.381,1.089,4.754,1.093,,,,,2.335,,0.724,5.008,,,,,,,0.938,3.712,0.227,48.000,,6.779,1.337,12.131,,3.726,,1.258,6.558,7.780,1.000,,,3.061,,,10.891,3.796,1.583,0.472,12.714,4.750,,,1.017,0.975,,12.528,,0.596,32.000,,9.865,1.769,5.437,,2.568,0.940,6.595,,,,,,0.894,0.713,,1.790,2.718,2.943,,3.317,5.258,3.345,,172.6,169.8,,1514,0.137,,,0.473,4.881,,,2.154,1.698,7.416,0.022,,,,,19.517,,6.055,41.852,,,,,,,0.664,31.027,0.354,74.881,,56.652,,18.925,,31.639,,1.962,5.075,,0.187,,,4.775,,,2.036,53.715,13.439,0.114,19.834,7.410,,,1.586,1.521,,0.313,,,2.279,,15.389,33.112,3.847,,21.807,1.467,10.289,,,,,,2.005,0.172,,44.744,4.241,27.325,,2.347,3.720,2.367
1515,0.308,,,3.217,8.228,,,1.181,1.327,4.105,1.081,0.954,,,,,,,,,,,,,4.000,1.000,3.962,0.290,26.000,,8.256,1.466,,,3.726,,1.318,6.273,4.760,1.017,,,3.590,0.166,,12.443,3.515,2.002,0.655,12.252,5.000,,,1.184,1.170,,11.526,15.950,0.948,,,,1.793,4.926,,2.762,0.902,5.365,,,,,,0.853,0.662,,1.576,2.869,2.960,,3.074,4.938,3.696,,172.6,169.8,,1515,0.074,,,0.601,5.822,,,1.842,2.070,6.404,0.022,1.488,,,,,,,,,,,,,0.748,0.708,33.115,0.452,40.560,,68.998,,,,31.639,,2.056,4.855,,0.190,,,5.600,0.259,,2.326,49.751,17.002,0.158,19.113,7.800,,,1.847,1.825,,0.288,0.222,,,,,33.563,3.486,,23.456,1.408,8.370,,,,,,1.913,0.159,,39.401,4.475,27.490,,2.175,3.494,2.615
1516,0.495,,,2.480,8.820,,,,1.370,,1.105,,,,,2.014,2.432,,,,,,,,4.320,0.677,3.299,,32.000,,6.277,1.592,,,3.726,,1.463,6.298,,1.098,,,10.415,,0.265,11.907,3.215,2.623,0.495,12.714,5.231,,,1.541,1.378,,13.989,17.358,0.742,,,10.033,1.965,10.000,,2.775,1.106,5.000,,,,,6.140,0.848,0.848,,,3.472,2.881,,3.657,5.467,3.428,,172.6,169.8,,1516,0.119,,,0.464,6.241,,,,2.136,,0.022,,,,,16.830,20.326,,,,,,,,0.808,0.479,27.573,,49.920,,52.463,,,,31.639,,2.282,4.873,,0.205,,,16.247,,0.064,2.226,45.501,22.273,0.119,19.834,8.160,,,2.405,2.149,,0.349,0.242,,,,15.651,36.779,7.076,,23.567,1.726,7.800,,,,,13.773,1.903,0.204,,,5.416,26.758,,2.588,3.869,2.426
1517,0.416,,,2.946,8.047,,,1.381,1.346,5.283,1.129,0.518,,,,1.856,2.272,0.819,,,,,,,4.000,0.677,3.520,0.316,,,6.445,1.065,,,3.726,,1.622,5.814,4.849,1.017,,,2.916,,0.226,10.515,3.009,3.000,0.515,14.530,5.000,,,,1.378,,11.760,15.996,0.804,22.760,,,1.760,6.302,,3.307,0.907,3.000,,,,,5.727,0.836,0.576,,1.691,2.896,2.995,,3.225,5.166,3.147,,172.6,169.8,,1517,0.100,,,0.551,5.694,,,2.154,2.099,8.242,0.023,0.809,,,,15.513,18.985,6.844,,,,,,,0.748,0.479,29.423,0.494,,,53.864,,,,31.639,,2.530,4.499,,0.190,,,4.549,,0.055,1.966,42.580,25.474,0.124,22.668,7.800,,,,2.149,,0.294,0.223,,1.621,,,32.956,4.459,,28.078,1.415,4.680,,,,,12.847,1.874,0.139,,42.277,4.517,27.814,,2.282,3.655,2.227
1518,0.435,,,2.799,6.671,,,1.381,1.235,,1.047,0.518,,,,1.534,3.079,0.413,,,,,,,4.000,0.677,4.030,0.227,,,8.591,1.110,20.219,,3.726,,1.352,6.217,,1.017,,,2.821,,,10.075,2.864,1.964,0.664,,5.202,,,,,,16.000,16.070,0.607,27.155,,9.583,1.760,,,3.366,0.877,,,,,,,0.768,0.789,,,3.383,2.966,,3.439,5.064,3.829,,172.6,169.8,,1518,0.105,,,0.523,4.721,,,2.154,1.927,,0.021,0.809,,,,12.819,25.733,3.447,,,,,,,0.748,0.479,33.683,0.354,,,71.798,,31.542,,31.639,,2.108,4.811,,0.190,,,4.401,,,1.883,40.534,16.674,0.160,,8.115,,,,,,0.399,0.224,,1.934,,14.949,32.956,,,28.579,1.368,,,,,,,1.723,0.190,,,5.277,27.543,,2.434,3.584,2.710
1519,0.386,0.381,,3.005,8.381,,,1.121,1.300,5.666,1.172,1.383,,,,1.839,,0.819,,,,,,,4.500,0.677,3.328,0.365,,,7.568,0.992,24.346,,3.726,,1.017,6.630,5.730,1.513,21.000,,3.001,0.216,0.253,10.445,2.953,3.000,0.678,18.163,5.250,,,1.145,,,14.169,17.503,0.707,27.581,,10.785,2.018,6.577,,3.902,0.877,8.888,,,,,17.895,0.745,0.737,,1.400,2.398,2.908,,3.589,5.113,3.777,,172.6,169.8,,1519,0.093,0.092,,0.562,5.930,,,1.749,2.028,8.839,0.024,2.158,,,,15.371,,6.844,,,,,,,0.841,0.479,27.815,0.570,,,63.248,,37.980,,31.639,,1.586,5.130,,0.283,5.060,,4.682,0.337,0.061,1.953,41.789,25.474,0.163,28.334,8.190,,,1.787,,,0.354,0.244,,1.964,,16.825,37.781,4.654,,33.132,1.368,13.865,,,,,40.141,1.671,0.178,,35.002,3.741,27.008,,2.539,3.618,2.673
1520,0.447,0.728,,2.916,12.783,,,1.121,1.204,6.598,1.071,0.702,,,,3.163,,,4.722,,,,,,4.243,0.677,3.793,,50.000,,8.290,1.282,20.516,,3.755,,1.348,6.784,6.203,1.470,24.000,,2.639,0.289,0.286,11.536,3.405,1.732,0.839,18.629,5.000,,,1.131,,,14.604,13.591,0.669,26.074,,8.388,2.174,3.695,,2.421,0.819,6.660,,,,,,0.757,1.016,,1.468,3.453,3.182,,4.182,5.358,3.445,,172.6,169.8,,1520,0.108,0.175,,0.545,9.046,,,1.749,1.878,10.293,0.021,1.095,,,,26.439,,,39.461,,,,,,0.793,0.479,31.703,,78.001,,69.285,,32.006,,31.885,,2.103,5.250,,0.275,5.783,,4.117,0.451,0.069,2.156,48.185,14.707,0.202,29.061,7.800,,,1.765,,,0.365,0.189,,1.857,,13.085,40.703,2.614,,20.558,1.278,10.390,,,,,,1.698,0.245,,36.696,5.386,29.547,,2.959,3.792,2.438
1521,0.611,0.448,,3.054,6.911,,,1.170,1.284,6.148,1.154,0.906,,,,2.615,,0.853,5.337,,,,,,4.648,,4.013,,16.000,,5.707,1.009,11.107,,3.755,,1.122,6.607,8.977,1.538,,,3.050,0.266,0.349,10.017,3.388,2.489,1.116,16.501,5.620,,,0.935,1.270,,11.546,14.855,0.784,30.000,,13.574,2.048,4.474,,3.959,0.867,5.736,,,,,,0.799,1.134,,,2.958,3.069,,3.734,5.391,3.239,,172.6,169.8,,1521,0.147,0.108,,0.571,4.891,,,1.825,2.002,9.591,0.023,1.413,,,,21.856,,7.125,44.604,,,,,,0.869,,33.536,,24.960,,47.698,,17.327,,31.885,,1.750,5.113,,0.287,,,4.758,0.415,0.084,1.872,47.942,21.135,0.269,25.742,8.767,,,1.458,1.981,,0.288,0.207,,2.136,,21.176,38.346,3.166,,33.614,1.353,8.948,,,,,,1.792,0.273,,,4.615,28.498,,2.642,3.815,2.292
1522,0.468,0.320,,2.844,5.779,,,1.029,1.234,6.492,1.103,0.861,,,,2.635,,0.853,5.419,,,,,,4.000,,3.919,,,,5.064,,12.367,,3.755,,1.707,7.138,7.668,1.426,17.889,,3.908,0.200,0.314,10.539,4.141,2.059,0.691,,4.791,,,,,,17.330,16.905,0.690,30.000,,,1.812,4.000,,2.930,0.941,,,,,,,0.874,0.889,,0.667,2.517,3.074,,3.596,5.404,3.575,,172.6,169.8,,1522,0.113,0.077,,0.532,4.089,,,1.605,1.925,10.127,0.022,1.342,,,,22.022,,7.125,45.286,,,,,,0.748,,32.753,,,,42.319,,19.292,,31.885,,2.663,5.524,,0.267,4.310,,6.097,0.312,0.076,1.970,58.599,17.482,0.167,,7.473,,,,,,0.433,0.235,,2.136,,,33.919,2.830,,24.877,1.468,,,,,,,1.961,0.214,,16.674,3.927,28.548,,2.544,3.824,2.530
1523,0.329,0.404,,3.044,7.387,,,1.380,1.266,5.938,1.208,0.589,,,,3.189,4.713,0.892,5.821,,,,,,4.243,1.016,4.128,,40.000,,5.482,1.453,19.477,,3.755,,,6.488,9.641,1.470,18.000,,2.420,0.190,0.254,11.416,4.912,2.609,0.621,21.409,4.830,,,1.450,,,34.670,19.671,0.739,31.621,,,1.829,,,2.199,,,,,,,,0.994,0.843,,1.663,2.809,,,3.738,5.243,3.592,,172.6,169.8,,1523,0.079,0.097,,0.569,5.227,,,2.153,1.975,9.263,0.024,0.919,,,,26.654,39.392,7.459,48.648,,,,,,0.793,0.719,34.501,,62.401,,45.820,,30.384,,31.885,,,5.020,,0.275,4.337,,3.775,0.296,0.061,2.134,69.521,22.153,0.150,33.398,7.535,,,2.263,,,0.865,0.274,,2.252,,,34.243,,,18.673,,,,,,,,2.230,0.203,,41.570,4.381,,,2.645,3.710,2.542
1524,0.301,,,2.704,7.619,,,,1.338,4.422,1.201,,,,,2.901,4.650,0.633,6.001,,,,,,5.000,,3.103,,30.000,,6.210,,,,3.755,,1.579,6.630,2.858,1.271,,,2.687,,0.273,10.954,4.178,2.377,,20.590,5.500,,,1.546,,,,26.062,0.782,40.000,,11.198,2.667,2.463,,2.313,0.867,5.396,,,,,,0.948,0.809,,,2.415,2.971,1.000,3.879,5.252,3.814,,153.4,151.0,,1524,0.064,,,0.449,4.793,,,,1.856,6.133,0.021,,,,,21.556,34.552,4.707,44.590,,,,,,0.831,,23.059,,41.609,,46.146,,,,28.348,,2.191,4.561,,0.211,,,3.727,,0.058,1.821,52.574,17.947,,28.557,7.628,,,2.144,,,,0.323,,2.532,,15.531,44.391,1.550,,17.459,1.203,7.484,,,,,,1.891,0.173,,,3.349,24.526,0.629,2.440,3.304,2.400
1525,0.325,0.294,,2.586,7.441,,,1.361,1.257,4.391,1.233,0.630,,,,2.185,,0.973,,,,,,,3.976,,3.579,,,,6.489,1.622,20.938,,3.755,,1.975,6.771,7.747,1.424,19.858,,2.131,0.217,0.379,11.561,3.170,3.000,0.697,22.652,4.830,,,1.527,,,16.652,22.100,0.689,26.000,,5.092,2.535,5.168,,2.742,0.867,5.497,,,,,,1.076,0.633,,0.749,2.573,2.833,,2.884,5.268,3.484,,153.4,151.0,,1525,0.070,0.063,,0.430,4.681,,,1.887,1.743,6.090,0.022,0.874,,,,16.234,,7.228,,,,,,,0.661,,26.596,,,,48.215,,29.040,,28.348,,2.740,4.658,,0.237,4.254,,2.955,0.301,0.081,1.921,39.889,22.648,0.149,31.417,6.699,,,2.117,,,0.370,0.274,,1.646,,7.062,42.185,3.251,,20.702,1.203,7.624,,,,,,2.146,0.136,,16.644,3.568,23.389,,1.814,3.314,2.192
1526,0.341,0.464,,2.274,4.036,,,1.121,1.199,4.256,1.278,0.684,,,,2.451,,1.091,,,,,,,3.200,,4.007,,,,6.673,1.350,16.068,,3.755,,1.753,7.295,6.224,0.814,37.379,,2.811,0.178,0.272,10.531,3.561,3.043,0.697,21.110,4.750,,,,,,16.000,15.849,0.925,25.000,,8.887,1.676,5.519,,2.123,1.008,,,,,,,0.965,0.631,,,2.760,2.941,,2.925,5.209,3.459,,153.4,151.0,,1526,0.073,0.099,,0.378,2.539,,,1.555,1.663,5.903,0.023,0.948,,,,18.211,,8.108,,,,,,,0.532,,29.777,,,,49.581,,22.286,,28.348,,2.431,5.019,,0.135,8.008,,3.898,0.246,0.058,1.750,44.803,22.974,0.149,29.279,6.588,,,,,,0.355,0.196,,1.583,,12.326,27.893,3.472,,16.025,1.398,,,,,,,1.925,0.135,,,3.827,24.283,,1.840,3.277,2.176
1527,0.499,0.575,,2.686,,,,1.178,1.207,3.977,1.337,,,,,3.005,,1.032,5.821,,,,,,6.000,,3.440,,,,6.093,1.070,12.217,,3.755,,,7.056,3.632,1.235,,,3.070,0.269,0.325,10.386,3.185,3.402,0.789,21.110,4.750,,,1.973,,,18.430,17.107,0.697,27.487,,9.252,2.229,4.770,,3.218,0.867,,,,,,,1.027,0.817,,,2.767,3.084,,2.922,5.229,3.326,,153.4,151.0,,1527,0.107,0.123,,0.446,,,,1.633,1.674,5.516,0.024,,,,,22.328,,7.668,43.252,,,,,,0.997,,25.561,,,,45.273,,16.945,,28.348,,,4.854,,0.205,,,4.258,0.373,0.070,1.726,40.079,25.686,0.169,29.279,6.588,,,2.736,,,0.409,0.212,,1.740,,12.832,37.099,3.001,,24.290,1.203,,,,,,,2.048,0.175,,,3.838,25.465,,1.838,3.290,2.093
1528,0.787,0.783,,2.816,9.314,,,1.178,1.327,3.796,1.164,0.973,,,,4.021,,,6.001,,,,,,9.165,1.400,3.131,,30.000,,7.339,1.088,,,3.755,,1.603,6.854,8.733,2.198,29.250,,2.989,0.335,0.501,11.264,4.022,2.830,1.060,18.093,5.000,,,2.495,1.170,,19.596,15.473,0.911,25.991,,5.833,1.402,3.530,,3.432,1.318,6.243,,,,,17.624,1.014,1.868,,1.710,2.832,2.937,,3.282,5.263,3.341,,153.4,151.0,,1528,0.169,0.168,,0.468,5.860,,,1.633,1.841,5.265,0.021,1.349,,,,29.875,,,44.590,,,,,,1.523,0.881,23.267,,41.609,,54.535,,,,28.348,,2.223,4.715,,0.365,6.266,,4.146,0.465,0.107,1.872,50.609,21.365,0.227,25.094,6.935,,,3.460,1.623,,0.435,0.192,,1.646,,8.090,23.335,2.221,,25.913,1.828,8.659,,,,,35.147,2.022,0.400,,38.023,3.928,24.248,,2.065,3.311,2.102
1529,0.770,0.622,,2.645,,,,1.010,1.164,3.506,1.312,0.575,,,,2.185,,0.973,,,,,,,,,3.732,,,,5.141,1.129,25.575,,3.755,,1.707,7.279,6.264,,,,2.958,0.369,0.251,10.837,3.554,2.276,,21.795,4.620,,,3.868,,,15.490,18.531,1.026,28.000,,6.967,1.754,3.587,,2.251,0.867,,,,,,,0.888,1.118,,1.451,3.047,2.920,,3.049,5.283,3.511,,153.4,151.0,,1529,0.165,0.133,,0.440,,,,1.401,1.615,4.862,0.023,0.797,,,,16.234,,7.228,,,,,,,,,27.733,,,,38.199,,35.472,,28.348,,2.368,5.008,,,,,4.103,0.511,0.054,1.801,44.711,17.183,,30.229,6.407,,,5.364,,,0.344,0.229,,1.773,,9.663,29.189,2.257,,16.990,1.203,,,,,,,1.771,0.240,,32.259,4.226,24.112,,1.918,3.323,2.209
1530,0.495,0.425,,2.464,10.363,,,1.164,1.273,,1.239,0.554,,,,2.341,3.244,0.912,,,,,,,,,3.963,,,,6.125,1.011,,,4.191,,1.913,7.105,7.144,,,,3.086,0.291,0.322,11.054,3.496,2.698,0.661,22.869,4.942,,,,,,8.330,18.855,0.779,25.630,,11.000,3.015,4.951,,2.048,0.867,,,,,,7.720,1.056,1.162,,0.950,2.623,3.284,,3.946,5.263,3.479,,153.4,151.0,,1530,0.106,0.091,,0.409,6.519,,,1.614,1.765,,0.022,0.768,,,,17.393,24.107,6.775,,,,,,,,,29.446,,,,45.512,,,,31.640,,2.653,4.888,,,,,4.281,0.404,0.069,1.837,43.985,20.370,0.142,31.719,6.854,,,,,,0.185,0.233,,1.623,,15.257,50.175,3.115,,15.459,1.203,,,,,,15.396,2.106,0.249,,21.124,3.638,27.115,,2.483,3.311,2.189
1531,0.437,0.374,,2.647,3.771,,,1.030,1.404,3.553,1.215,0.652,,,,,,,,,,,,,5.200,,4.047,,19.170,,7.063,1.666,15.965,,4.191,,1.917,6.611,11.647,1.322,32.000,,3.165,0.302,0.370,11.121,3.424,2.793,0.514,21.528,5.100,,,2.264,1.935,,45.209,15.109,0.905,26.772,,,2.352,3.910,,2.385,0.810,7.460,,,,,,0.929,1.255,,1.520,2.245,2.719,,3.488,5.401,3.402,,153.4,151.0,,1531,0.094,0.080,,0.440,2.372,,,1.428,1.948,4.927,0.022,0.905,,,,,,,,,,,,,0.864,,30.070,,26.588,,52.482,,22.143,,31.640,,2.658,4.548,,0.220,6.855,,4.390,0.418,0.079,1.848,43.078,21.083,0.110,29.859,7.074,,,3.140,2.684,,1.003,0.187,,1.695,,,39.143,2.460,,18.006,1.124,10.347,,,,,,1.854,0.269,,33.789,3.113,22.449,,2.195,3.398,2.140
1532,0.490,0.361,0.865,2.651,6.072,,,1.027,1.472,4.652,1.277,0.525,,,,2.766,,1.231,,,,,,,,,3.672,,23.300,,7.049,,20.358,,4.191,,1.650,5.886,8.234,,39.192,0.955,2.751,0.497,0.409,13.000,3.525,2.303,,20.393,4.653,,,1.725,3.830,,19.306,18.839,1.007,27.386,,8.377,2.152,,,2.816,,6.975,,,,,9.445,0.897,1.173,,0.834,2.983,2.792,,2.996,5.265,3.532,,153.4,151.0,,1532,0.105,0.077,1.200,0.441,3.820,,,1.425,2.042,6.451,0.023,0.728,,,,20.550,,9.149,,,,,,,,,27.283,,32.316,,52.376,,28.236,,31.640,,2.288,4.049,,,8.396,1.324,3.816,0.690,0.088,2.161,44.352,17.389,,28.284,6.453,,,2.392,5.311,,0.428,0.233,,1.734,,11.619,35.821,,,21.257,,9.674,,,,,18.837,1.789,0.251,,18.530,4.137,23.049,,1.885,3.312,2.222
1533,0.586,0.510,,2.582,7.581,,,0.959,1.465,4.243,1.171,,,,,,,,,,,,,,6.765,1.158,3.780,,25.330,,6.114,1.577,25.419,,4.191,,1.520,6.522,6.260,2.174,12.000,,3.240,0.246,0.386,10.678,2.986,2.758,0.693,20.165,5.000,,,1.353,3.788,,12.000,17.345,1.041,27.992,,13.000,2.423,2.463,,4.139,1.158,7.346,,,,,11.328,0.910,1.117,,,3.366,3.005,,3.391,5.638,3.718,,153.4,151.0,,1533,0.125,0.109,,0.429,4.769,,,1.329,2.032,5.884,0.021,,,,,,,,,,,,,,1.124,0.728,28.084,,35.132,,45.432,,35.254,,31.640,,2.109,4.487,,0.361,2.571,,4.493,0.341,0.083,1.775,37.569,20.818,0.148,27.968,6.935,,,1.876,5.254,,0.266,0.215,,1.772,,18.030,40.329,1.550,,31.248,1.606,10.188,,,,,22.592,1.816,0.239,,,4.668,24.807,,2.133,3.547,2.339
1534,0.493,0.605,,2.483,7.780,,,0.942,1.354,4.090,1.167,,,,,2.748,,0.892,5.629,,,,,,6.400,,3.215,,27.670,,7.058,1.735,17.990,,4.191,,1.718,6.466,8.024,1.734,15.500,,3.015,0.212,0.339,11.154,3.424,2.625,0.704,21.530,4.745,,,1.651,4.222,,,18.007,0.873,15.000,,,2.728,4.498,,2.883,0.978,6.431,,,,,6.025,0.703,0.883,,,3.665,2.871,,3.998,5.524,3.545,,153.4,151.0,,1534,0.106,0.130,,0.413,4.895,,,1.307,1.878,5.673,0.021,,,,,20.419,,6.632,41.829,,,,,,1.064,,23.886,,38.377,,52.447,,24.952,,31.640,,2.383,4.449,,0.288,3.321,,4.181,0.294,0.073,1.854,43.083,19.817,0.151,29.862,6.581,,,2.290,5.856,,,0.223,,0.950,,,45.408,2.830,,21.764,1.357,8.920,,,,,12.016,1.402,0.189,,,5.083,23.701,,2.515,3.475,2.230
1535,0.423,0.433,,2.465,8.357,,,,1.377,4.494,1.089,,,,,2.418,3.244,0.973,,,,,,,6.000,1.650,4.006,,21.000,,6.532,1.622,18.742,,4.191,,1.302,7.739,5.390,1.525,10.000,,3.526,0.304,0.422,10.756,3.290,3.000,,21.460,4.581,,,1.641,,,18.617,18.418,0.710,29.142,,8.082,2.670,4.679,,2.477,1.182,6.985,,,,,9.445,0.708,1.123,,,3.418,3.001,,2.644,5.410,3.529,,153.4,151.0,,1535,0.091,0.093,,0.410,5.258,,,,1.910,6.233,0.019,,,,,17.966,24.107,7.228,,,,,,,0.997,1.038,29.764,,29.126,,48.532,,25.995,,31.640,,1.806,5.324,,0.254,2.142,,4.891,0.422,0.090,1.788,41.392,22.648,,29.764,6.354,,,2.276,,,0.413,0.228,,1.845,,11.210,44.439,2.943,,18.701,1.639,9.687,,,,,18.837,1.412,0.241,,,4.741,24.775,,1.663,3.403,2.220
1536,0.564,0.585,,2.499,8.585,,,,1.317,5.301,1.193,0.918,,,,2.018,,0.899,,,,,,,5.520,0.624,3.407,,,6.000,7.892,2.036,20.322,1.589,4.191,,2.586,7.735,6.371,1.403,19.619,,2.644,,0.370,10.126,3.613,2.683,0.696,19.700,5.004,,,1.578,,,32.000,20.247,0.779,29.000,0.450,,2.381,5.437,,3.084,,6.985,,,,,7.315,0.803,1.239,,2.622,3.418,3.713,,2.089,5.444,4.115,,153.4,151.0,,1536,0.121,0.125,,0.415,5.401,,,,1.827,7.353,0.021,1.273,,,,14.997,,6.677,,,,,,,0.917,0.392,25.316,,,3.775,58.643,,28.186,2.204,31.640,,3.587,5.322,,0.233,4.203,,3.667,,0.079,1.683,45.466,20.258,0.149,27.322,6.941,,,2.189,,,0.710,0.251,,1.836,3.397,,39.632,3.420,,23.282,,9.687,,,,,14.588,1.602,0.265,,58.287,4.741,30.656,,1.314,3.425,2.589
1537,0.398,0.424,,,9.564,,,1.121,1.411,,1.157,1.200,,,,2.977,3.595,,,,,,,,5.000,0.624,2.993,,48.000,,8.118,1.763,17.771,,4.191,,2.208,8.318,5.570,1.271,40.000,,3.041,0.223,0.404,10.898,4.162,3.492,0.672,19.414,4.920,,,2.216,,,16.744,19.423,0.885,28.283,,11.000,2.987,5.458,,3.228,1.404,7.237,,,,,12.201,1.086,1.118,,2.726,3.790,4.729,,4.045,5.715,3.820,,153.4,151.0,,1537,0.085,0.091,,,6.017,,,1.555,1.957,,0.021,1.664,,,,22.120,26.715,,,,,,,,0.831,0.392,22.237,,66.574,,60.317,,24.647,,31.640,,3.062,5.723,,0.211,8.569,,4.218,0.309,0.086,1.811,52.372,26.361,0.144,26.927,6.824,,,3.074,,,0.372,0.241,,1.791,,15.257,49.718,3.433,,24.368,1.947,10.038,,,,,24.333,2.166,0.239,,60.609,5.256,39.042,,2.545,3.595,2.403
1538,0.363,0.464,,2.663,6.133,,,1.651,1.377,4.189,1.259,0.551,,,,1.839,,0.819,,,,,,,6.882,,4.139,,,,5.312,1.673,16.105,,4.191,,,6.358,3.274,1.881,32.970,,3.326,0.220,0.322,10.896,3.846,2.728,,,4.500,,,2.002,,,16.652,18.240,0.678,26.670,,,,3.170,,2.717,0.851,,,,,,43.770,0.875,0.863,,,3.015,3.456,,3.465,5.420,3.706,,153.4,151.0,,1538,0.078,0.099,,0.443,3.858,,,2.290,1.909,5.810,0.022,0.765,,,,13.665,,6.084,,,,,,,1.144,,30.753,,,,39.468,,22.337,,31.640,,,4.374,,0.313,7.063,,4.613,0.306,0.069,1.811,48.394,20.598,,,6.241,,,2.777,,,0.370,0.226,,1.689,,,,1.994,,20.509,1.180,,,,,,87.293,1.746,0.185,,,4.181,28.531,,2.180,3.410,2.332
1539,0.433,0.491,,,5.688,,,1.215,1.360,,1.164,0.551,,,,1.229,,0.547,,,,,,,5.600,,4.138,,,,6.009,1.586,15.985,,4.191,,1.647,10.585,,1.424,,,3.037,0.225,0.356,11.698,3.717,,0.552,,5.250,,,,,,,15.950,0.784,26.670,,,,,,3.342,,8.232,,,,,10.981,0.845,0.820,,,2.780,2.771,,3.182,5.421,3.600,,153.4,151.0,,1539,0.093,0.105,,,3.579,,,1.685,1.886,,0.021,0.765,,,,9.133,,4.066,,,,,,,0.931,,30.748,,,,44.651,,22.170,,31.640,,2.285,7.283,,0.237,,,4.212,0.312,0.076,1.944,46.765,,0.118,,7.282,,,,,,,0.198,,1.689,,,,,,25.230,,11.417,,,,,21.899,1.685,0.176,,,3.856,22.878,,2.002,3.411,2.265
1540,0.536,0.457,,2.929,9.362,,,0.897,1.445,3.428,2.010,,,,,,,,,,,,,,6.520,,4.268,,,,6.261,,18.329,1.199,4.671,,1.707,6.537,12.342,1.658,,,3.216,,0.321,11.596,3.282,3.000,,,5.000,,,1.963,,,22.556,18.480,0.870,29.287,,,,,,2.786,1.185,7.886,,,,,5.313,0.892,0.849,,,2.884,2.771,,3.944,5.653,3.515,,153.4,151.0,,1540,0.115,0.098,,0.487,5.890,,,1.245,2.004,4.754,0.036,,,,,,,,,,,,,,1.084,,31.715,,,,46.519,,25.422,1.663,35.264,,2.368,4.497,,0.275,,,4.461,,0.069,1.927,41.301,22.648,,,6.935,,,2.722,,,0.501,0.229,,1.854,,,,,,21.035,1.643,10.938,,,,,10.595,1.778,0.182,,,4.000,22.878,,2.481,3.556,2.212
