
="",="(1.96)",="(2.44)",="(2.11)",="(2.64)",="(2.01)",="(2.51)"

="Plantation foodstuff # year",="0.00645*",="0.0271***",="0.00703*",="0.0271***",="0.00636*",="0.0259***"
="",="(1.97)",="(4.40)",="(2.23)",="(4.31)",="(2.04)",="(4.04)"

="Raw mat fuel oils # year",="0.00254",="0.00296*",="0.00270",="0.00326*",="0.00305*",="0.00351*"
="",="(1.80)",="(2.14)",="(1.87)",="(2.29)",="(2.11)",="(2.45)"

="Textile manuf # year",="-0.00156",="-0.000770",="-0.00124",="-0.000289",="-0.00160",="-0.000687"
="",="(-0.74)",="(-0.36)",="(-0.59)",="(-0.14)",="(-0.75)",="(-0.32)"

="Various manuf # year",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="war=1 # Colonies # European foodstuff and beverage",="-0.803**",="-0.750*",="",="",="",=""
="",="(-2.82)",="(-2.53)",="",="",="",=""

="war=1 # Colonies # Other",="-1.725***",="-1.710***",="",="",="",=""
="",="(-3.32)",="(-3.40)",="",="",="",=""

="war=1 # Colonies # Plantation foodstuff",="-0.936**",="-0.942***",="",="",="",=""
="",="(-3.08)",="(-3.72)",="",="",="",=""

="war=1 # Colonies # Raw mat fuel oils",="-1.216***",="-1.170***",="",="",="",=""
="",="(-4.81)",="(-4.48)",="",="",="",=""

="war=1 # Colonies # Textile manuf",="-1.761",="-1.680",="",="",="",=""
="",="(-1.89)",="(-1.90)",="",="",="",=""

="war=1 # Colonies # Various manuf",="-0.335*",="-0.285",="",="",="",=""
="",="(-2.39)",="(-1.78)",="",="",="",=""

="war=1 # North # European foodstuff and beverage",="-0.405***",="-0.403***",="",="",="",=""
="",="(-3.74)",="(-3.77)",="",="",="",=""

="war=1 # North # Other",="0.257",="0.258",="",="",="",=""
="",="(1.79)",="(1.80)",="",="",="",=""

="war=1 # North # Plantation foodstuff",="1.206***",="0.542*",="",="",="",=""
="",="(5.46)",="(2.20)",="",="",="",=""

="war=1 # North # Raw mat fuel oils",="0.0333",="0.0366",="",="",="",=""
="",="(0.40)",="(0.44)",="",="",="",=""

="war=1 # North # Textile manuf",="0.152",="0.153",="",="",="",=""
="",="(0.93)",="(0.93)",="",="",="",=""

="war=1 # North # Various manuf",="-0.149",="-0.142",="",="",="",=""
="",="(-1.74)",="(-1.68)",="",="",="",=""

="war=1 # South # European foodstuff and beverage",="-0.178",="-0.179",="",="",="",=""
="",="(-1.54)",="(-1.54)",="",="",="",=""

="war=1 # South # Other",="0.539***",="0.539***",="",="",="",=""
="",="(4.05)",="(4.03)",="",="",="",=""

="war=1 # South # Plantation foodstuff",="1.425***",="1.018",="",="",="",=""
="",="(4.43)",="(1.60)",="",="",="",=""

="war=1 # South # Raw mat fuel oils",="0.0961",="0.0969",="",="",="",=""
="",="(1.36)",="(1.38)",="",="",="",=""

="war=1 # South # Textile manuf",="0.181",="0.180",="",="",="",=""
="",="(1.23)",="(1.21)",="",="",="",=""

="war=1 # South # Various manuf",="0.210*",="0.213*",="",="",="",=""
="",="(2.52)",="(2.56)",="",="",="",=""

="Allemagne et Pologne (par terre) # break=1",="",="194.3***",="",="231.6***",="",="266.7***"
="",="",="(5.40)",="",="(8.04)",="",="(8.70)"

="Angleterre # break=1",="",="192.5***",="",="229.7***",="",="264.6***"
="",="",="(5.36)",="",="(7.96)",="",="(8.63)"

="Colonies françaises # break=1",="",="189.3***",="",="226.5***",="",="261.3***"
="",="",="(5.26)",="",="(7.85)",="",="(8.51)"

="Espagne # break=1",="",="190.2***",="",="227.5***",="",="262.6***"
="",="",="(5.27)",="",="(7.88)",="",="(8.51)"

="Flandre et autres états de l'Empereur # break=1",="",="185.4***",="",="222.6***",="",="257.7***"
="",="",="(5.16)",="",="(7.74)",="",="(8.41)"

="Hollande # break=1",="",="190.2***",="",="227.4***",="",="262.4***"
="",="",="(5.30)",="",="(7.91)",="",="(8.58)"

="Italie # break=1",="",="190.2***",="",="227.5***",="",="262.6***"
="",="",="(5.29)",="",="(7.91)",="",="(8.58)"

="Levant et Barbarie # break=1",="",="187.5***",="",="224.8***",="",="259.9***"
="",="",="(5.22)",="",="(7.82)",="",="(8.49)"

="Nord # break=1",="",="193.2***",="",="230.5***",="",="265.5***"
="",="",="(5.37)",="",="(7.99)",="",="(8.66)"

="Portugal # break=1",="",="190.3***",="",="227.6***",="",="262.7***"
="",="",="(5.30)",="",="(7.91)",="",="(8.58)"

="Suisse # break=1",="",="192.7***",="",="229.8***",="",="264.8***"
="",="",="(5.37)",="",="(7.99)",="",="(8.65)"

="break=1 # year",="",="-0.106***",="",="-0.126***",="",="-0.145***"
="",="",="(-5.31)",="",="(-7.89)",="",="(-8.56)"

="war=1 # Colonies",="",="",="-0.849***",="-0.855***",="",=""
="",="",="",="(-3.82)",="(-4.61)",="",=""

="war=1 # North",="",="",="0.0699",="-0.0526",="",=""
="",="",="",="(1.18)",="(-1.02)",="",=""

="war=1 # South",="",="",="0.146**",="0.119*",="",=""
="",="",="",="(2.83)",="(2.22)",="",=""

="Afrique # European foodstuff and beverage",="",="",="",="",="0",="0"
="",="",="",="",="",="(.)",="(.)"

="Afrique # Other",="",="",="",="",="-25.88",="-3.723"
="",="",="",="",="",="(-1.61)",="(-0.23)"

="Afrique # Plantation foodstuff",="",="",="",="",="0",="0"
="",="",="",="",="",="(.)",="(.)"

="Afrique # Raw mat fuel oils",="",="",="",="",="-18.93",="4.199"
="",="",="",="",="",="(-1.20)",="(0.27)"

="Afrique # Textile manuf",="",="",="",="",="-17.02",="5.309"
="",="",="",="",="",="(-1.06)",="(0.33)"

="Afrique # Various manuf",="",="",="",="",="-20.73",="3.208"
="",="",="",="",="",="(-1.34)",="(0.21)"

="États-Unis d'Amérique # European foodstuff and beverage",="",="",="",="",="4.079",="2.903"
="",="",="",="",="",="(1.40)",="(0.99)"

="États-Unis d'Amérique # Other",="",="",="",="",="-9.574**",="-11.37**"
="",="",="",="",="",="(-2.61)",="(-3.10)"

="États-Unis d'Amérique # Plantation foodstuff",="",="",="",="",="-9.630",="-49.61***"
="",="",="",="",="",="(-1.70)",="(-4.32)"

="États-Unis d'Amérique # Raw mat fuel oils",="",="",="",="",="-3.706",="-4.526"
="",="",="",="",="",="(-1.41)",="(-1.74)"

="États-Unis d'Amérique # Textile manuf",="",="",="",="",="2.743",="1.091"
="",="",="",="",="",="(0.71)",="(0.28)"

="États-Unis d'Amérique # Various manuf",="",="",="",="",="0",="0"
="",="",="",="",="",="(.)",="(.)"

="Afrique # year",="",="",="",="",="0.0246***",="0.0246***"
="",="",="",="",="",="(1.74e+08)",="(1.32e+08)"

="États-Unis d'Amérique # year",="",="",="",="",="0.0164",="0.0297***"
="",="",="",="",="",="(1.93)",="(3.54)"

="war=1 # European foodstuff and beverage",="",="",="",="",="-0.293***",="-0.280***"
="",="",="",="",="",="(-3.91)",="(-3.70)"

="war=1 # Other",="",="",="",="",="0.361***",="0.364***"
="",="",="",="",="",="(3.78)",="(3.81)"

="war=1 # Plantation foodstuff",="",="",="",="",="-0.134",="-0.576**"
="",="",="",="",="",="(-0.70)",="(-2.99)"

="war=1 # Raw mat fuel oils",="",="",="",="",="-0.00751",="0.00259"
="",="",="",="",="",="(-0.13)",="(0.05)"

="war=1 # Textile manuf",="",="",="",="",="0.188",="0.190"
="",="",="",="",="",="(1.71)",="(1.73)"

="war=1 # Various manuf",="",="",="",="",="-0.0329",="-0.0165"
="",="",="",="",="",="(-0.59)",="(-0.29)"

="Afrique # break=1",="",="",="",="",="",="0"
="",="",="",="",="",="",="(.)"

="États-Unis d'Amérique # break=1",="",="",="",="",="",="267.7***"
="",="",="",="",="",="",="(8.74)"

="Constant",="-40.87***",="-41.17***",="-40.18***",="-40.61***",="-15.45",="-39.38**"
="",="(-7.61)",="(-7.61)",="(-7.50)",="(-7.47)",="(-1.00)",="(-2.60)"

="Observations",="4595",="4595",="4595",="4595",="4770",="4770"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
